,0,1,2,3,4
907,2009-12-18 08:33:23.000016,M016,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
908,2009-12-18 08:38:07.000070,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1#0#0#0#0#0#0#0#0#0
909,2009-12-18 08:59:50.000016,M016,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#1
910,2009-12-18 09:08:55.000073,M002,ON,7,0#1#1#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
911,2009-12-18 10:15:32.000099,M012,ON,5,0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
912,2009-12-18 10:45:58.000073,M019,ON,0,1#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1
913,2009-12-18 10:51:13.000054,M008,ON,4,1#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1
914,2009-12-18 11:29:38.000074,M012,ON,5,1#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
915,2009-12-18 12:06:43.000002,M019,ON,0,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0
916,2009-12-18 12:06:52.000006,M025,ON,10,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
917,2009-12-18 12:33:29.000087,M001,ON,7,0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
918,2009-12-18 12:45:06.000028,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
919,2009-12-18 13:07:00.000066,M017,ON,9,0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
920,2009-12-18 13:17:02.000097,M019,ON,10,0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0
921,2009-12-18 13:19:49.000062,M028,ON,0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0
922,2009-12-18 13:57:29.000084,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
923,2009-12-18 14:11:24.000091,M017,ON,9,0#0#0#0#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
924,2009-12-18 14:31:41.000091,M017,ON,9,0#0#0#0#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
925,2009-12-18 14:39:47.000039,M001,ON,7,0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
926,2009-12-18 14:40:33.000028,M019,ON,0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0
927,2009-12-18 14:44:41.000006,M004,ON,8,0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
928,2009-12-18 14:50:44.000016,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
929,2009-12-18 15:00:25.000075,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
930,2009-12-18 15:05:27.000099,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
931,2009-12-18 15:06:12.000052,M004,ON,8,0#0#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
932,2009-12-18 15:24:38.000026,M017,ON,9,0#0#1#0#0#0#1#0#0#0#0#0#0#1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
933,2009-12-18 15:30:06.000003,M004,ON,8,0#0#1#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
934,2009-12-18 15:51:05.000028,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
935,2009-12-18 15:58:12.000077,M002,ON,7,0#0#1#0#0#1#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
936,2009-12-18 16:23:40.000038,M007,ON,11,0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0
937,2009-12-18 16:28:06.000055,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0
938,2009-12-18 17:31:59.000021,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
939,2009-12-18 17:46:24.000036,M008,ON,4,0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
940,2009-12-18 18:01:23.000063,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
941,2009-12-18 18:05:22.000009,M025,ON,10,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
942,2009-12-18 18:15:06.000048,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
943,2009-12-18 18:17:09.000025,M025,ON,10,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
944,2009-12-18 18:20:35.000051,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
945,2009-12-18 18:51:00.000040,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
946,2009-12-18 18:52:50.000011,M016,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
947,2009-12-18 18:59:12.000099,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
948,2009-12-18 18:59:39.000047,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
949,2009-12-18 19:30:03.000076,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
950,2009-12-18 19:31:31.000014,M016,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
951,2009-12-18 19:46:19.000022,M008,ON,4,0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
952,2009-12-18 20:32:27.000030,M016,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
953,2009-12-18 20:33:08.000002,M023,ON,12,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0
954,2009-12-18 20:35:28.000048,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
955,2009-12-18 20:42:47.000069,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
956,2009-12-18 21:11:58.000023,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
957,2009-12-18 21:40:03.000053,M004,ON,8,0#0#1#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
958,2009-12-18 21:46:16.000003,M012,ON,5,0#0#1#0#0#1#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
959,2009-12-18 21:48:28.000012,M025,ON,10,0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0
960,2009-12-18 21:58:15.000065,M021,ON,2,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#1#0
961,2009-12-19 06:56:29.000018,M025,ON,1,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#1#0
962,2009-12-19 06:58:10.000018,M028,ON,2,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1#0
963,2009-12-19 08:20:58.000042,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
964,2009-12-19 08:23:07.000043,M014,ON,3,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0
965,2009-12-19 08:26:24.000017,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
966,2009-12-19 09:09:45.000053,M012,ON,5,1#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
967,2009-12-19 09:56:35.000021,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0
968,2009-12-19 09:59:51.000044,M016,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
969,2009-12-19 10:36:39.000083,M017,ON,9,0#0#1#0#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
970,2009-12-19 10:37:18.000052,M025,ON,10,0#0#1#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1
971,2009-12-19 10:43:00.000022,M019,ON,0,0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1
972,2009-12-19 11:13:17.000091,M016,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
973,2009-12-19 11:23:13.000058,M002,ON,7,0#0#1#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
974,2009-12-19 11:27:31.000090,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
975,2009-12-19 11:49:21.000083,M016,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
976,2009-12-19 11:50:00.000019,M007,ON,11,0#0#1#0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
977,2009-12-19 12:00:50.000029,M027,ON,14,0#0#1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#1#0#0
978,2009-12-19 12:07:59.000062,M012,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
979,2009-12-19 12:09:14.000097,M017,ON,9,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
980,2009-12-19 12:13:49.000067,M025,ON,10,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1
981,2009-12-19 12:18:50.000027,M016,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#1
982,2009-12-19 12:24:47.000005,M027,ON,14,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1#0#0#0#0#0#0#0#1#0#0#0#1#0#1
983,2009-12-19 12:31:03.000026,M024,ON,13,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0
984,2009-12-19 12:33:03.000085,M016,ON,5,0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
985,2009-12-19 13:07:57.000050,M021,ON,2,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#1#0
986,2009-12-19 13:28:27.000072,M012,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
987,2009-12-19 13:36:57.000054,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
988,2009-12-19 13:57:09.000070,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
989,2009-12-19 14:09:17.000095,M025,ON,10,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
990,2009-12-19 14:13:25.000092,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
991,2009-12-19 14:29:47.000072,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
992,2009-12-19 14:37:09.000070,M007,ON,11,0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0
993,2009-12-19 14:43:46.000037,M001,ON,7,0#1#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
994,2009-12-19 14:56:54.000092,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
995,2009-12-19 15:05:30.000064,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
996,2009-12-19 15:06:41.000080,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
997,2009-12-19 15:21:46.000074,M007,ON,11,0#0#1#0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0
998,2009-12-19 15:27:18.000041,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
999,2009-12-19 15:36:15.000030,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
1000,2009-12-19 15:49:14.000013,M007,ON,11,0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
1001,2009-12-19 15:55:57.000055,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
1002,2009-12-19 16:02:41.000022,M003,ON,14,0#0#1#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
1003,2009-12-19 16:14:00.000011,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
1004,2009-12-19 16:20:17.000019,M004,ON,8,0#0#1#1#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
1005,2009-12-19 17:04:26.000011,M017,ON,9,0#0#1#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1#1#1#0#0#0#0#0#0#0#0#0#0#0#1
1006,2009-12-19 17:14:41.000014,M023,ON,5,0#0#1#1#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1#0#1
1007,2009-12-19 17:24:52.000084,M017,ON,9,0#0#1#1#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
1008,2009-12-19 17:43:03.000087,M025,ON,10,0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1
1009,2009-12-19 17:54:20.000075,M016,ON,5,0#0#1#1#0#0#0#0#0#0#0#0#1#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#1
1010,2009-12-19 17:55:23.000014,M027,ON,14,0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#1
1011,2009-12-19 18:01:00,M002,ON,7,0#1#1#1#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
1012,2009-12-19 20:00:08.000075,M004,ON,8,0#0#1#1#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
1013,2009-12-19 20:30:38.000012,M012,ON,5,0#0#1#1#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
1014,2009-12-19 20:31:07.000035,M004,ON,8,0#0#1#1#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
1015,2009-12-19 21:59:22.000055,M012,ON,5,0#0#1#1#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
1016,2009-12-19 22:00:17.000099,M025,ON,10,0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1
1017,2009-12-19 22:13:13.000079,M021,ON,2,0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1
1018,2009-12-20 08:08:10.000025,M025,ON,10,0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#1#0
1019,2009-12-20 08:10:01.000096,M016,ON,5,0#0#1#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
1020,2009-12-20 08:14:22.000075,M019,ON,0,0#0#1#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0
1021,2009-12-20 08:15:50.000070,M025,ON,10,0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
1022,2009-12-20 09:06:21.000043,M012,ON,5,1#0#1#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
1023,2009-12-20 09:07:21.000060,M027,ON,3,1#0#1#1#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
1024,2009-12-20 09:49:15.000093,M004,ON,8,1#0#0#0#0#0#0#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
1025,2009-12-20 09:58:03.000058,M025,ON,10,1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#1#1
1026,2009-12-20 10:09:46.000076,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
1027,2009-12-20 10:18:22.000065,M002,ON,7,0#1#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
1028,2009-12-20 12:02:24.000014,M012,ON,5,0#0#0#0#1#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
1029,2009-12-20 12:09:36.000026,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
1030,2009-12-20 12:34:24.000046,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1#0#1
1031,2009-12-20 13:09:33.000031,M017,ON,9,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
1032,2009-12-20 13:13:46.000081,M016,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#1
1033,2009-12-20 13:18:58.000069,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
1034,2009-12-20 13:57:40.000040,M012,ON,5,1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
1035,2009-12-20 15:35:01.000085,M018,ON,9,1#0#0#0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#1
1036,2009-12-20 15:48:44.000065,M001,ON,7,0#1#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
1037,2009-12-20 16:00:23.000052,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
1038,2009-12-20 16:04:29.000080,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
1039,2009-12-20 17:41:00.000019,M002,ON,7,0#0#1#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
1040,2009-12-20 20:18:06.000030,M018,ON,9,1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1#0#0#0#0#0#0#1
1041,2009-12-20 20:25:22.000011,M004,ON,8,1#0#1#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
1042,2009-12-20 20:30:09.000006,M012,ON,5,1#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
1043,2009-12-20 21:31:20.000073,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
1044,2009-12-20 21:37:08.000025,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
1045,2009-12-20 21:38:10.000091,M025,ON,10,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
1046,2009-12-20 21:48:17.000013,M021,ON,2,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#1#0
1047,2009-12-21 07:45:00.000072,M025,ON,10,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1#0
1048,2009-12-21 07:48:19.000093,M012,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
1049,2009-12-21 07:53:38.000006,M004,ON,8,0#0#1#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
1050,2009-12-21 09:28:54.000035,M017,ON,9,0#0#1#0#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0
1051,2009-12-21 09:30:52.000034,M016,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
1052,2009-12-21 09:35:18.000050,M014,ON,3,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0
1053,2009-12-21 09:56:12.000063,M019,ON,0,0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0
1054,2009-12-21 10:00:48.000086,M025,ON,10,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1
1055,2009-12-21 10:32:08.000085,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
1056,2009-12-21 11:05:22.000034,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
1057,2009-12-21 11:05:44.000060,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
